,name_numbers,author,holding,lawyers_judge
SkinMedica Inc v Histogen Inc,"['SkinMedica, Inc. v. Histogen Inc., 727 F.3d 1187 (2013)']","[' Prost, Circuit']","['s: The Court of Appeals, Prost, Circuit Judge, held that:\n\n[1] accused method did not infringe patents, and\n\n[2] term “culturing cells in three-dimensions” meant growing cells in three dimensions.\n\nAffirmed.\n\nRader, Chief Judge, filed a dissenting opinion.\n\n']","['\n\n*1189  Richard P. Bress, Latham & Watkins, LLP, of Washington, DC, argued for plaintiff-appellant. With him on the\nbrief were Gabriel K. Bell, of Washington, DC, and Stephen P. Swinton, Alexander E. Long, and Lisa Limor Rabie,\nof San Diego, CA.\n\n © 2018 Thomson Reuters. No claim to original U.S. Government Works.\n\n4\n\n\x0cSkinMedica, Inc. v. Histogen Inc., 727 F.3d 1187 (2013)\n108 U.S.P.Q.2d 1001\n\nGregory A. Castanias, Jones Day, of Washington, DC, argued for defendants-appellees. With him on the brief were\nAndrew A. Pinson, of Washington, DC, and Randall E. Kay, of San Diego, CA.\n\nBefore RADER, Chief Judge, CLEVENGER and PROST, Circuit Judges.\n\n']"
Apple Inc v Samsung Electronics Co Ltd copy,"['Apple Inc. v. Samsung Electronics Co., Ltd., 809 F.3d 633 (2015)']","[' Moore, Circuit']","[""s: The Court of Appeals, Moore, Circuit Judge, held that:\n\n[1] patentee was required to establish causal nexus between irreparable harm and competitor's infringement;\n\n[2] to establish requisite causal nexus, patentee was not required to prove that infringing features of competitor's products\nwere exclusive or predominant reason that consumers bought competitor's products, only that there was some connection\nbetween infringing features and demand for competitor's products;\n\n[3] patentee established irreparable harm;\n\n[4] patentee lacked adequate remedy at law;\n\n[5] balance of hardships weighed in favor of injunction; and\n\n[6] public interest weighed strongly in favor of injunction.\n\nVacated and remanded.\n\nOpinion, 801 F.3d 1352, modified and superseded on rehearing.\n\nReyna, Circuit Judge, filed concurring opinion.\n\nProst, Chief Judge, filed dissenting opinion.\n\n © 2018 Thomson Reuters. No claim to original U.S. Government Works.\n\n1\n\n\x0cApple Inc. v. Samsung Electronics Co., Ltd., 809 F.3d 633 (2015)\n117 U.S.P.Q.2d 1469\n\n""]","[""\n\n*636  William F. Lee, Wilmer Cutler Pickering Hale and Dorr LLP, Boston, MA, argued for plaintiff-appellant. Also\nrepresented by Sarah R. Frazier, Lauren B. Fletcher, Richard Wells O'Neill, Mark Christopher Fleming, Andrew J.\nDanford; James Quarles, III, Thomas Gregory Sprankling, Washington, DC; Mark D. Selwyn, Palo Alto, CA; Rachel\nKrevans, Christopher Robinson, Nathaniel Bryan Sabri, Morrison & Foerster, LLP, San Francisco, CA; Erik Jeffrey\nOlson, Palo Alto, CA.\n\nKathleen M. Sullivan, Quinn Emanuel Urquhart & Sullivan, LLP, New York, N.Y., argued for defendant-appellees.\nAlso represented by William Adams; Brian Cosmo Cannon, Victoria Fishman Maroulis, Kevin P.B. Johnson, Redwood\nShores, CA; Scott L. Watson, Michael Thomas Zeller, John B. Quinn, Los Angeles, CA; Kevin Alexander Smith, San\nFrancisco, CA.\n\nMike  McKool,  McKool  Smith,  P.C.,  Dallas  TX,  for  amicus  curiae  Ericsson  Inc.  Also  represented  by  Theodore\nStevenson, III; John Bruce Campbell, Joel Lance Thollander, Austin, TX.\n\nJohn D. Haynes, Alston & Bird LLP, Atlanta, GA, for amici curiae Nokia Corporation,  *637  Nokia USA, Inc. Also\nrepresented by Patrick J. Flinn; Ryan W. Koppelman, East Palo, CA.\n\nMatthew Schruers, Computer & Communications Industry Association, Washington, DC, for amicus curiae Computer\n& Communications Industry Association.\n\nJoseph Carl Cecere, Jr., Cecere PC, Dallas, TX, for amicus curiae The National Black Chamber of Commerce.\n\nKevin McGann, White & Case LLP, New York, N.Y., for amici curiae Google Inc., HTC Corporation, HTC America,\nInc.,  LG  Electronics,  Inc.,  Rackspace  Hosting,  Inc.,  Red  Hat,  Inc.,  SAP  America,  Inc.,  Lenovo,  Inc.,  eBay,  Inc.,\n\n © 2018 Thomson Reuters. No claim to original U.S. Government Works.\n\n5\n\n\x0cApple Inc. v. Samsung Electronics Co., Ltd., 809 F.3d 633 (2015)\n117 U.S.P.Q.2d 1469\n\nASUSTeK Computer Inc., Facebook, Inc., Newegg Inc. Also represented by Christopher J. Glancy; Warren S. Heit,\nPalo Alto, CA.\n\nKimberly N. Brown, Chevy Chase, MD, for amici curiae Michael J. Santorelli and Charles M. Davidson.\n\nCharles  Duan,  Public  Knowledge,  Washington,  D.C.,  for  amici  curiae  Public  Knowledge  and  Electronic  Frontier\nFoundation.\n\nBefore PROST, Chief Judge, MOORE, and REYNA, Circuit Judges.\n\n""]"
Biogen MA Inc v Japanese Foundation for Cancer Research,"['Biogen MA, Inc. v. Japanese Foundation for Cancer Research, 785 F.3d 648 (2015)']","[' Dyk, Circuit']","[""s: The Court of Appeals, Dyk, Circuit Judge, held that:\n\n[1] Court of Appeals had jurisdiction to review district court's determination that it lacked subject-matter jurisdiction;\n\n[2] Court of Appeals, rather than district court, had subject-matter jurisdiction to hear challenge to PTAB decision; and\n\n[3] estoppel by judgment applied to bar applicant from continuing interference proceeding.\n\nAffirmed.\n\n""]","['\n\n*649  Edward Anthony Figg, Rothwell, Figg, Ernst & Manbeck, P.C., Washington, DC, argued for plaintiff-appellant.\nAlso represented by Daniel McCallum, Robert Danny Huntington, Seth Edward Cockrum; Claire Laporte, Donald\nRoss Ware, Foley Hoag LLP, Boston, MA.\n\nS.  Calvin  Walden,  Wilmer  Cutler  Pickering  Hale  and  Dorr  LLP,  New  York,  N.Y.,  argued  for  defendant-appellee\nJapanese Foundation for Cancer Research. Also represented by Brittany Blueitt Amadi, Washington, DC; Nels Lippert,\n\n © 2018 Thomson Reuters. No claim to original U.S. Government Works.\n\n2\n\n\x0cBiogen MA, Inc. v. Japanese Foundation for Cancer Research, 785 F.3d 648 (2015)\n114 U.S.P.Q.2d 1669\n\nTarter Krinsky & Drogin LLP, New York, N.Y.; Paula Joanne Estrada De Martin, Baker, Donelson, Bearman, Caldwell\n& Berkowitz, PC, New Orleans, LA.\n\nDavid I. Berl, Williams & Connolly LLP, Washington, DC, argued for defendant-appellee Bayer Pharma AG. Also\nrepresented by Thomas S. Fletcher, David M. Krinsky, Bruce Genderson.\n\nBefore DYK, SCHALL, and CHEN, Circuit Judges.\n\n']"
PeiHerng Hor v ChingWu Chu,"['Pei-Herng Hor v. Ching-Wu Chu, 699 F.3d 1331 (2012)']","[' Prost, Circuit']","[""s: The Court of Appeals, Prost, Circuit Judge, held that:\n\n[1] cause of action for correction of inventorship did not arise until patent issued;\n\n[2] actions of inventor's attorney could not be imputed to inventor in order for unclean hands doctrine to apply to defeat\ndefense of laches; and\n\n[3] inventorship claims could not be barred by equitable estoppel sua sponte on summary judgment.\n\nAffirmed in part, reversed in part, vacated in part, and remanded.\n\nReyna, Circuit Judge, filed concurring opinion.\n\n""]","['\n\n*1332  Joe W. Beverly, Dow Golub Remels & Beverly, LLP, of Houston, TX, argued for plaintiff-appellant Pei–Herng\nHor. Of counsel on the brief was William P. Jensen, Crain Caton & James, of Houston, TX.\n\nBrent C. Perry, Law Office of Brent C. Perry, of Houston, TX, argued for plaintiff-appellant, Ruling Meng. Of counsel\non the brief was Gordon G. Waggett, Gordon G. Waggett, P.C., of Houston, TX.\n\n*1333  Lester L. Hewitt, Akin Gump Strauss Hauer & Feld LLP, of Houston, TX, argued for defendant-appellee. With\nhim on the brief was Rehan M. Safiullah.\n\n © 2018 Thomson Reuters. No claim to original U.S. Government Works.\n\n3\n\n\x0cPei-Herng Hor v. Ching-Wu Chu, 699 F.3d 1331 (2012)\n104 U.S.P.Q.2d 1685\n\nBefore NEWMAN, PROST, and REYNA, Circuit Judges.\n\n']"
SFA Systems LLC v Newegg Inc,"['SFA Systems, LLC v. Newegg Inc., 793 F.3d 1344 (2015)']","["" O'Malley, Circuit""]","[""s: The Court of Appeals, O'Malley, Circuit Judge, held that:\n\n[1] the District Court did not abuse its discretion in finding that patentee's claim construction and indefiniteness positions\ndid not stand out, and\n\n[2] the District Court did not abuse its discretion in finding that patentee did not litigate in an unreasonable manner.\n\nAffirmed.\n\n""]","[""\n\n*1345  John J. Edmonds, Collins, Edmonds, Pogorzelski, Schlather & Tower PLLC, Houston, TX, argued for plaintiff-\nappellee. Also represented by Elizabeth A. Wiley, The Wiley Firm PC, Austin, TX; Andrew W. Spangler, Spangler Law\nPC, Longview, TX.\n\nMark A. Lemley, Durie Tangri LLP, San Francisco, CA, argued for defendant-appellant. Also represented by Kent\nE. Baldauf, Jr., Daniel H. Brean, The Webb Law Firm, Pittsburgh, PA; Richard Gregory Frenkel, Latham & Watkins\nLLP, Menlo Park, CA; Edward R. Reines, Weil, Gotshal & Manges LLP, Redwood Shores, CA.\n\nBefore O'MALLEY, CLEVENGER, and HUGHES, Circuit Judges.\n\n""]"
Boomerang Tube LLC v United States,"['Boomerang Tube LLC v. United States, 856 F.3d 908 (2017)']",[],"[':]  The  Court  of  Appeals,  Reyna,  Circuit  Judge,  held  that  companies  failed  to  exhaust  their  administrative\nremedies before Commerce by not arguing that Commerce failed to collapse distributor into mandatory respondent in\nantidumping duty investigation when calculating constructed value (CV) profit, as required for companies to raise that\nargument before Court of International Trade.\n\nVacated and remanded.\n\n']","['\n\nROGER  BRIAN  SCHAGRIN,  Schagrin  Associates,  Washington,  DC,  argued  for  plaintiffs-appellants  Boomerang\nTube  LLC,  TMK  IPSCO,  Energex  Tube,  Welded  Tube  USA  Inc.  Also  represented  by  JOHN  W.  BOHN,\nCHRISTOPHER CLOUTIER, PAUL WRIGHT JAMESON, JORDAN CHARLES KAHN.\n\nJONATHAN GORDON COOPER, Quinn Emanuel Urquhart & Sullivan, LLP, Washington, DC, argued for plaintiff-\nappellant United States Steel Corporation. Also represented by DEBBIE LEILANI SHON, JON DAVID COREY,\nKELSEY RULE, PHILIP CHARLES STERNHELL.\n\nEMMA BOND, Commercial Litigation Branch, Civil Division, United States Department of Justice, Washington, DC,\nargued for defendant-appellee United States. Also represented by BENJAMIN C. MIZER, JEANNE E. DAVIDSON,\nCLAUDIA BURKE; HEATHER NOEL DOHERTY, United States Department of Commerce, Washington, DC.\n\nNANCY  NOONAN,  Arent  Fox,  LLP,  Washington,  DC,  argued  for  defendants-appellees  Jubail  Energy  Services\nCompany, Duferco SA. Also represented by JOHN M. GURLEY, DIANA DIMITRIUC QUAIA.\n\nBefore Reyna, Hughes, and Stoll, Circuit Judges.\n\n']"
Fort Properties Inc v American Master Lease LLC,"['Fort Properties, Inc. v. American Master Lease LLC, 671 F.3d 1317 (2012)']","[' Prost, Circuit']","['s: The Court of Appeals, Prost, Circuit Judge, held that:\n\n[1] claims that required aggregating real property, making it subject to an agreement, and then issuing ownership interests\nto multiple parties, disclosed unpatentable abstract idea, and\n\n[2] claim limitation that required computer to generate plurality of deedshares did not impart patent-eligibility to claims\nthat were otherwise directed to unpatentable abstract idea of a real-estate investment tool.\n\nAffirmed.\n\n']","['\n\n*1318  Arianna Frankl, Cole, Schotz, Meisel, Forman & Leonard, P.A., of New York, NY, argued for plaintiff-appellee.\n\nDonald M. Falk, Mayer Brown, LLP, of Palo Alto, CA, argued for defendant-appellant. With him on the brief were Rita\nK. Lomio; and Neil M. Soltman, of Los Angeles, CA. Of counsel was Anthony G. Graham, LLP, Graham & Martin,\nLLP, of Costa Mesa, CA.\n\nBefore PROST, SCHALL, and MOORE, Circuit Judges.\n\n']"
Xilinx Inc v Papst Licensing GmbH And Co KG,"['Xilinx, Inc. v. Papst Licensing GmbH & Co. KG, 848 F.3d 1346 (2017)']","[' Dyk, Circuit']","[""s: The Court of Appeals, Dyk, Circuit Judge, held that:\n\n[1]  owner  had  sufficient  minimum  contacts  with  California  such  that  California's  exercise  of  personal  jurisdiction\ncomported with due process, and\n\n[2] exercise of personal jurisdiction over owner by California was reasonable and fair, and thus comported with due\nprocess.\n\nReversed and remanded.\n\n""]","['\n\nMATTHEW  J.  SILVEIRA,  Jones  Day,  San  Francisco,  CA,  argued  for  plaintiff-appellant.  Also  represented  by\nPATRICK THOMAS MICHAEL.\n\nNICOLE E. GLAUSER, DiNovo, Price, Ellwanger & Hardy LLP, Austin, TX, argued for defendant-appellee. Also\nrepresented by ANDREW DINOVO, JAY D. ELLWANGER.\n\n © 2018 Thomson Reuters. No claim to original U.S. Government Works.\n\n5\n\n\x0cXilinx, Inc. v. Papst Licensing GmbH & Co. KG, 848 F.3d 1346 (2017)\n121 U.S.P.Q.2d 1657\n\nCHARLES  DUAN,  Public  Knowledge,  Washington,  DC,  for  amici  curiae  Public  Knowledge,  Electronic  Frontier\nFoundation. Also represented by VERA RANIERI, Electronic Frontier Foundation, San Francisco, CA.\n\nSTEVEN MOORE, Kilpatrick Townsend & Stockton LLP, San Francisco, CA, for amici curiae for AO Kaspersky Lab,\nLimelight Networks, Inc., QVC, Inc., SAS Institute Inc., Symmetry LLC, Vizio, Inc.\n\nHARRISON J. FRAHN, IV, Simpson Thacher & Bartlett, LLP, Palo Alto, CA, for amici curiae Thirty–Four Law\nProfessors.\n\nBefore Prost, Chief Judge, Newman, and Dyk, Circuit Judges.\n\n']"
Convolve Inc v Compaq Computer Corp,"['Convolve, Inc. v. Compaq Computer Corp., 812 F.3d 1313 (2016)']","[' Hughes, Circuit']","[""s: The Court of Appeals, Hughes, Circuit Judge, held that:\n\n[1] manufacturer's drives did not meet “user interface” limitation in asserted claims;\n\n[2] fact issues precluded summary judgment of noninfringement with respect to “commands” limitation;\n\n[3] and patent claims were originally limited to “seek acoustic noise,” and scope was unchanged during reexamination.\n\nAffirmed in part, vacated in part, and reversed and remanded in part.\n\n""]","['\n\n*1315  John Thomas Moehringer, Cadwalader, Wickersham & Taft LLP, New York, NY, argued for plaintiff appellant.\nAlso represented by Gregory A. Markel, Kevin J. McNamee, Robert Macaulay Pollaro.\n\nChristopher  Landgraff,  Bartlit  Beck  Herman  Palenchar  &  Scott  LLP,  Chicago,  IL,  argued  for  defendant-appellee\nCompaq Computer Corp. Also represented by Mark Ferguson, Christopher R. Hagale.\n\nCarter Glasgow Phillips, Sidley Austin LLP, Washington, DC, argued for defendant-appellee Seagate Technology, LLC.\nAlso represented by Erika Maley; Robert N. Hochman, Chicago, IL; Eric W. Hagen, McDermott, Will & Emery LLP,\nLos Angeles, CA.\n\n*1316  Before DYK, TARANTO, and HUGHES, Circuit Judges.\n\n']"
Schlumberger Technology Corporation v United States,"['Schlumberger Technology Corporation v. United States, 845 F.3d 1158 (2017)']","[' Wallach, Circuit']","['s: The Court of Appeals, Wallach, Circuit Judge, held that:\n\n[1] proppants were not classifiable as either “ceramic wares” or “other ceramic articles” under HTSUS headings, but\n\n[2] proppants were classifiable as “aluminum ores and concentrates” under HTSUS.\n\nAffirmed.\n\n']","[""\n\nALEXANDER SCHAEFER, Crowell & Moring, LLP, Washington, DC, argued for plaintiff-appellee. Also represented\nby JOHN BOWERS BREW, DAVID COOPER WOLFF; FRANCES PIERSON HADFIELD, New York, NY.\n\nAIMEE LEE, Appellate Section, International Trade Litigation, United States Department of Justice, New York, NY,\nargued for defendant-appellant. Also represented by AMY M. RUBIN, Commercial Litigation Branch, Civil Division,\nUnited States Department of Justice, New York, NY; JEANNE E. DAVIDSON, BENJAMIN C. MIZER, Washington,\nDC; MICHAEL W. HEYDRICH, EDWARD N. MAURER, Office of Assistant Chief Counsel, United States Customs\nand Border Protection, New York, NY.\n\nBefore O'Malley, Wallach, and Taranto, Circuit Judges.\n\n""]"
InTouch Technologies Inc v VGO Communications Inc,"['InTouch Technologies, Inc. v. VGO Communications, Inc., 751 F.3d 1327 (2014)']","["" O'Malley, Circuit""]","[""s: The Court of Appeals, O'Malley, Circuit Judge, held that:\n\n[1]  terms  “arbitrator”  and  “arbitrating”  required  a  determination  of  which  user  among  multiple  users  has  exclusive\ncontrol of the robot;\n\n[2] substantial evidence supported finding that accused system did not literally infringe arbitrator limitation;\n\n[3]  substantial  evidence  supported  finding  that  accused  system  did  not  infringe  patent  claim  disclosing  method  of\ncontrolling operations of a video conferencing system;\n\n[4] patent was not invalid for obviousness; and\n\n[5] patent owner failed to establish that verdict of non-infringement was more probably than not affected by district\ncourt's error.\n\nAffirmed in part, reversed in part, and remanded.\n\n""]","[""\n\n*1331  Donald R. Ware, Foley Hoag LLP, of Boston, MA, argued for plaintiff-appellant. With him on the brief were\nSarah Cooleybeck and Brian C. Carroll. Of counsel was Joseph S. Cianfrani, Knobbe, Martens, Olson & Bear, LLP,\nof Irvine, CA.\n\nLauren B. Fletcher, Wilmer Cutler Pickering Hale and Dorr LLP, of Boston, MA, argued for defendant-appellee. With\nher on the brief were William F. Lee and Sarah R. Frazier. Of counsel on the brief were Marc E. Hankin and Kevin\nSchraven, Hankin Patent Law, APC, of Los Angeles, CA.\n\n © 2018 Thomson Reuters. No claim to original U.S. Government Works.\n\n7\n\n\x0cInTouch Technologies, Inc. v. VGO Communications, Inc., 751 F.3d 1327 (2014)\n110 U.S.P.Q.2d 1886\n\nBefore RADER, Chief Judge, LOURIE, and O'MALLEY, Circuit Judges.\n\n""]"
